county,precinct,office,district,party,candidate,mail,provisional,votes
Monmouth,Deal Borough,President,,LBT,Jo Jorgensen,0,0,0
Monmouth,Eatontown Borough,President,,LBT,Jo Jorgensen,40,4,44
Monmouth,Englishtown Borough,President,,LBT,Jo Jorgensen,6,0,6
Monmouth,Fair Haven Borough,President,,LBT,Jo Jorgensen,42,0,42
Monmouth,Farmingdale Borough,President,,LBT,Jo Jorgensen,3,0,3
Monmouth,Freehold Borough,President,,LBT,Jo Jorgensen,26,1,27
Monmouth,Freehold Township,President,,LBT,Jo Jorgensen,133,1,134
Monmouth,Hazlet Township,President,,LBT,Jo Jorgensen,110,2,112
Monmouth,Highlands Borough,President,,LBT,Jo Jorgensen,24,2,26
Monmouth,Holmdel Township,President,,LBT,Jo Jorgensen,79,2,81
Monmouth,Howell Township,President,,LBT,Jo Jorgensen,267,7,274
Monmouth,Interlaken Borough,President,,LBT,Jo Jorgensen,2,0,2
Monmouth,Keansburg Borough,President,,LBT,Jo Jorgensen,23,3,26
Monmouth,Keyport Borough,President,,LBT,Jo Jorgensen,29,0,29
Monmouth,Lake Como Borough,President,,LBT,Jo Jorgensen,7,0,7
Monmouth,Little Silver Borough,President,,LBT,Jo Jorgensen,42,2,44
Monmouth,Loch Arbour Village,President,,LBT,Jo Jorgensen,0,1,1
Monmouth,Long Branch City,President,,LBT,Jo Jorgensen,48,5,53
Monmouth,Manalapan Township,President,,LBT,Jo Jorgensen,131,1,132
Monmouth,Manasquan Borough,President,,LBT,Jo Jorgensen,41,1,42
Monmouth,Marlboro Township,President,,LBT,Jo Jorgensen,119,3,122
Monmouth,Matawan Borough,President,,LBT,Jo Jorgensen,54,2,56
Monmouth,Middletown Township Cong 4,President,,LBT,Jo Jorgensen,166,2,168
Monmouth,Middletown Township Cong 6,President,,LBT,Jo Jorgensen,166,6,172
Monmouth,Millstone Township,President,,LBT,Jo Jorgensen,55,1,56
Monmouth,Monmouth Beach Borough,President,,LBT,Jo Jorgensen,12,0,12
Monmouth,Neptune City Borough,President,,LBT,Jo Jorgensen,16,2,18
Monmouth,Neptune Township,President,,LBT,Jo Jorgensen,89,6,95
Monmouth,Ocean Township,President,,LBT,Jo Jorgensen,95,2,97
Monmouth,Oceanport Borough,President,,LBT,Jo Jorgensen,30,1,31
Monmouth,Red Bank Borough,President,,LBT,Jo Jorgensen,33,4,37
Monmouth,Roosevelt Borough,President,,LBT,Jo Jorgensen,6,0,6
Monmouth,Rumson Borough,President,,LBT,Jo Jorgensen,41,1,42
Monmouth,Sea Bright Borough,President,,LBT,Jo Jorgensen,7,0,7
Monmouth,Sea Girt Borough,President,,LBT,Jo Jorgensen,12,0,12
Monmouth,Shrewsbury Borough,President,,LBT,Jo Jorgensen,22,2,24
Monmouth,Shrewsbury Township,President,,LBT,Jo Jorgensen,5,2,7
Monmouth,Spring Lake Borough,President,,LBT,Jo Jorgensen,13,1,14
Monmouth,Spring Lake Heights Borough,President,,LBT,Jo Jorgensen,34,3,37
Monmouth,Tinton Falls Borough,President,,LBT,Jo Jorgensen,88,2,90
Monmouth,Union Beach Borough,President,,LBT,Jo Jorgensen,26,0,26
Monmouth,Upper Freehold Township,President,,LBT,Jo Jorgensen,32,2,34
Monmouth,Wall Township,President,,LBT,Jo Jorgensen,137,4,141
Monmouth,West Long Branch Borough,President,,LBT,Jo Jorgensen,23,0,23
Monmouth,Aberdeen Township,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Allenhurst Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Allentown Borough,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Asbury Park City,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Atlantic Highlands Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Avon Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Belmar Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Bradley Beach Borough,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Brielle Borough,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Colts Neck Township,President,,,"Roque ""Rocky"" De La Fuente",1,0,1
Monmouth,Deal Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Eatontown Borough,President,,,"Roque ""Rocky"" De La Fuente",4,0,4
Monmouth,Englishtown Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Fair Haven Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Farmingdale Borough,President,,,"Roque ""Rocky"" De La Fuente",1,0,1
Monmouth,Freehold Borough,President,,,"Roque ""Rocky"" De La Fuente",4,0,4
Monmouth,Freehold Township,President,,,"Roque ""Rocky"" De La Fuente",8,0,8
Monmouth,Hazlet Township,President,,,"Roque ""Rocky"" De La Fuente",5,0,5
Monmouth,Highlands Borough,President,,,"Roque ""Rocky"" De La Fuente",4,0,4
Monmouth,Holmdel Township,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Howell Township,President,,,"Roque ""Rocky"" De La Fuente",16,0,16
Monmouth,Interlaken Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Keansburg Borough,President,,,"Roque ""Rocky"" De La Fuente",1,0,1
Monmouth,Keyport Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Lake Como Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Little Silver Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Loch Arbour Village,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Long Branch City,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Manalapan Township,President,,,"Roque ""Rocky"" De La Fuente",6,1,7
Monmouth,Manasquan Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Marlboro Township,President,,,"Roque ""Rocky"" De La Fuente",11,0,11
Monmouth,Matawan Borough,President,,,"Roque ""Rocky"" De La Fuente",4,0,4
Monmouth,Middletown Township Cong 4,President,,,"Roque ""Rocky"" De La Fuente",14,0,14
Monmouth,Middletown Township Cong 6,President,,,"Roque ""Rocky"" De La Fuente",14,0,14
Monmouth,Millstone Township,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Monmouth Beach Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Neptune City Borough,President,,,"Roque ""Rocky"" De La Fuente",1,0,1
Monmouth,Neptune Township,President,,,"Roque ""Rocky"" De La Fuente",4,2,6
Monmouth,Ocean Township,President,,,"Roque ""Rocky"" De La Fuente",9,0,9
Monmouth,Oceanport Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Red Bank Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Roosevelt Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Rumson Borough,President,,,"Roque ""Rocky"" De La Fuente",5,0,5
Monmouth,Sea Bright Borough,President,,,"Roque ""Rocky"" De La Fuente",1,1,2
Monmouth,Sea Girt Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Shrewsbury Borough,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Shrewsbury Township,President,,,"Roque ""Rocky"" De La Fuente",0,0,0
Monmouth,Spring Lake Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Spring Lake Heights Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Tinton Falls Borough,President,,,"Roque ""Rocky"" De La Fuente",6,0,6
Monmouth,Union Beach Borough,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Upper Freehold Township,President,,,"Roque ""Rocky"" De La Fuente",3,0,3
Monmouth,Wall Township,President,,,"Roque ""Rocky"" De La Fuente",8,0,8
Monmouth,West Long Branch Borough,President,,,"Roque ""Rocky"" De La Fuente",2,0,2
Monmouth,Aberdeen Township,President,,,Write-ins,7,2,9
Monmouth,Allenhurst Borough,President,,,Write-ins,0,0,0
Monmouth,Allentown Borough,President,,,Write-ins,2,2,4
Monmouth,Asbury Park City,President,,,Write-ins,5,1,6
Monmouth,Atlantic Highlands Borough,President,,,Write-ins,2,0,2
Monmouth,Avon Borough,President,,,Write-ins,1,1,2
Monmouth,Belmar Borough,President,,,Write-ins,1,0,1
Monmouth,Bradley Beach Borough,President,,,Write-ins,2,0,2
Monmouth,Brielle Borough,President,,,Write-ins,3,1,4
Monmouth,Colts Neck Township,President,,,Write-ins,3,0,3
Monmouth,Deal Borough,President,,,Write-ins,0,0,0
Monmouth,Eatontown Borough,President,,,Write-ins,2,0,2
Monmouth,Englishtown Borough,President,,,Write-ins,0,0,0
Monmouth,Fair Haven Borough,President,,,Write-ins,7,0,7
Monmouth,Farmingdale Borough,President,,,Write-ins,0,0,0
Monmouth,Freehold Borough,President,,,Write-ins,2,0,2
Monmouth,Freehold Township,President,,,Write-ins,11,0,11
Monmouth,Hazlet Township,President,,,Write-ins,6,0,6
Monmouth,Highlands Borough,President,,,Write-ins,3,0,3
Monmouth,Holmdel Township,President,,,Write-ins,7,2,9
Monmouth,Howell Township,President,,,Write-ins,20,0,20
Monmouth,Interlaken Borough,President,,,Write-ins,0,0,0
Monmouth,Keansburg Borough,President,,,Write-ins,1,0,1
Monmouth,Keyport Borough,President,,,Write-ins,1,1,2
Monmouth,Lake Como Borough,President,,,Write-ins,0,0,0
Monmouth,Little Silver Borough,President,,,Write-ins,2,0,2
Monmouth,Loch Arbour Village,President,,,Write-ins,0,0,0
Monmouth,Long Branch City,President,,,Write-ins,4,0,4
Monmouth,Manalapan Township,President,,,Write-ins,11,0,11
Monmouth,Manasquan Borough,President,,,Write-ins,2,1,3
Monmouth,Marlboro Township,President,,,Write-ins,14,0,14
Monmouth,Matawan Borough,President,,,Write-ins,5,0,5
Monmouth,Middletown Township Cong 4,President,,,Write-ins,12,0,12
Monmouth,Middletown Township Cong 6,President,,,Write-ins,11,0,11
Monmouth,Millstone Township,President,,,Write-ins,0,0,0
Monmouth,Monmouth Beach Borough,President,,,Write-ins,0,0,0
Monmouth,Neptune City Borough,President,,,Write-ins,1,0,1
Monmouth,Neptune Township,President,,,Write-ins,16,1,17
Monmouth,Ocean Township,President,,,Write-ins,12,0,12
Monmouth,Oceanport Borough,President,,,Write-ins,1,0,1
Monmouth,Red Bank Borough,President,,,Write-ins,7,0,7
Monmouth,Roosevelt Borough,President,,,Write-ins,0,0,0
Monmouth,Rumson Borough,President,,,Write-ins,7,0,7
Monmouth,Sea Bright Borough,President,,,Write-ins,1,0,1
Monmouth,Sea Girt Borough,President,,,Write-ins,3,0,3
Monmouth,Shrewsbury Borough,President,,,Write-ins,1,0,1
Monmouth,Shrewsbury Township,President,,,Write-ins,0,0,0
Monmouth,Spring Lake Borough,President,,,Write-ins,1,0,1
Monmouth,Spring Lake Heights Borough,President,,,Write-ins,3,0,3
Monmouth,Tinton Falls Borough,President,,,Write-ins,5,0,5
Monmouth,Union Beach Borough,President,,,Write-ins,0,0,0
Monmouth,Upper Freehold Township,President,,,Write-ins,3,0,3
Monmouth,Wall Township,President,,,Write-ins,13,0,13
Monmouth,West Long Branch Borough,President,,,Write-ins,6,0,6
Monmouth,Federal Overseas - 4th Congressional District,President,,REP,Donald J. Trump,,,76
Monmouth,Federal Overseas - 6th Congressional District,President,,REP,Donald J. Trump,,,47
Monmouth,Federal Overseas - 4th Congressional District,President,,DEM,Joseph R. Biden,,,505
Monmouth,Federal Overseas - 6th Congressional District,President,,DEM,Joseph R. Biden,,,246
Monmouth,Federal Overseas - 4th Congressional District,President,,GRE,Howie Hawkins,,,4
Monmouth,Federal Overseas - 6th Congressional District,President,,GRE,Howie Hawkins,,,1
Monmouth,Federal Overseas - 4th Congressional District,President,,,Bill Hammons,,,0
Monmouth,Federal Overseas - 6th Congressional District,President,,,Bill Hammons,,,0
Monmouth,Federal Overseas - 4th Congressional District,President,,CON,Don Blankenship,,,0
Monmouth,Federal Overseas - 6th Congressional District,President,,CON,Don Blankenship,,,0
Monmouth,Federal Overseas - 4th Congressional District,President,,,Gloria La Riva,,,1
Monmouth,Federal Overseas - 6th Congressional District,President,,,Gloria La Riva,,,0
Monmouth,Federal Overseas - 4th Congressional District,President,,LBT,Jo Jorgensen,,,1
Monmouth,Federal Overseas - 6th Congressional District,President,,LBT,Jo Jorgensen,,,2
Monmouth,Federal Overseas - 4th Congressional District,President,,,"Roque ""Rocky"" De La Fuente",,,0
Monmouth,Federal Overseas - 6th Congressional District,President,,,"Roque ""Rocky"" De La Fuente",,,0
Monmouth,Federal Overseas - 4th Congressional District,President,,,Write-ins,,,0
Monmouth,Federal Overseas - 6th Congressional District,President,,,Write-ins,,,0
Monmouth,Aberdeen Township,U.S. Senate,,REP,Rik Mehta,4742,196,4938
Monmouth,Allenhurst Borough,U.S. Senate,,REP,Rik Mehta,145,4,149
Monmouth,Allentown Borough,U.S. Senate,,REP,Rik Mehta,483,17,500
Monmouth,Asbury Park City,U.S. Senate,,REP,Rik Mehta,895,59,954
Monmouth,Atlantic Highlands Borough,U.S. Senate,,REP,Rik Mehta,1248,36,1284
Monmouth,Avon Borough,U.S. Senate,,REP,Rik Mehta,692,19,711
Monmouth,Belmar Borough,U.S. Senate,,REP,Rik Mehta,1738,51,1789
Monmouth,Bradley Beach Borough,U.S. Senate,,REP,Rik Mehta,893,38,931
Monmouth,Brielle Borough,U.S. Senate,,REP,Rik Mehta,2213,35,2248
Monmouth,Colts Neck Township,U.S. Senate,,REP,Rik Mehta,4498,84,4582
Monmouth,Deal Borough,U.S. Senate,,REP,Rik Mehta,248,13,261
Monmouth,Eatontown Borough,U.S. Senate,,REP,Rik Mehta,2904,80,2984
Monmouth,Englishtown Borough,U.S. Senate,,REP,Rik Mehta,609,21,630
Monmouth,Fair Haven Borough,U.S. Senate,,REP,Rik Mehta,1780,57,1837
Monmouth,Farmingdale Borough,U.S. Senate,,REP,Rik Mehta,456,17,473
Monmouth,Freehold Borough,U.S. Senate,,REP,Rik Mehta,1502,25,1527
Monmouth,Freehold Township,U.S. Senate,,REP,Rik Mehta,11345,194,11539
Monmouth,Hazlet Township,U.S. Senate,,REP,Rik Mehta,6732,182,6914
Monmouth,Highlands Borough,U.S. Senate,,REP,Rik Mehta,1274,62,1336
Monmouth,Holmdel Township,U.S. Senate,,REP,Rik Mehta,5792,137,5929
Monmouth,Howell Township,U.S. Senate,,REP,Rik Mehta,17626,307,17933
Monmouth,Interlaken Borough,U.S. Senate,,REP,Rik Mehta,320,13,333
Monmouth,Keansburg Borough,U.S. Senate,,REP,Rik Mehta,1779,97,1876
Monmouth,Keyport Borough,U.S. Senate,,REP,Rik Mehta,1773,69,1842
Monmouth,Lake Como Borough,U.S. Senate,,REP,Rik Mehta,441,11,452
Monmouth,Little Silver Borough,U.S. Senate,,REP,Rik Mehta,2143,56,2199
Monmouth,Loch Arbour Village,U.S. Senate,,REP,Rik Mehta,56,2,58
Monmouth,Long Branch City,U.S. Senate,,REP,Rik Mehta,3875,186,4061
Monmouth,Manalapan Township,U.S. Senate,,REP,Rik Mehta,14062,232,14294
Monmouth,Manasquan Borough,U.S. Senate,,REP,Rik Mehta,2270,56,2326
Monmouth,Marlboro Township,U.S. Senate,,REP,Rik Mehta,12477,310,12787
Monmouth,Matawan Borough,U.S. Senate,,REP,Rik Mehta,2288,107,2395
Monmouth,Middletown Township Cong 4,U.S. Senate,,REP,Rik Mehta,12080,204,12284
Monmouth,Middletown Township Cong 6,U.S. Senate,,REP,Rik Mehta,11778,268,12046
Monmouth,Millstone Township,U.S. Senate,,REP,Rik Mehta,4216,62,4278
Monmouth,Monmouth Beach Borough,U.S. Senate,,REP,Rik Mehta,1368,43,1411
Monmouth,Neptune City Borough,U.S. Senate,,REP,Rik Mehta,1105,40,1145
Monmouth,Neptune Township,U.S. Senate,,REP,Rik Mehta,4397,125,4522
Monmouth,Ocean Township,U.S. Senate,,REP,Rik Mehta,7200,207,7407
Monmouth,Oceanport Borough,U.S. Senate,,REP,Rik Mehta,2250,37,2287
Monmouth,Red Bank Borough,U.S. Senate,,REP,Rik Mehta,1811,76,1887
Monmouth,Roosevelt Borough,U.S. Senate,,REP,Rik Mehta,153,5,158
Monmouth,Rumson Borough,U.S. Senate,,REP,Rik Mehta,2616,75,2691
Monmouth,Sea Bright Borough,U.S. Senate,,REP,Rik Mehta,515,16,531
Monmouth,Sea Girt Borough,U.S. Senate,,REP,Rik Mehta,979,8,987
Monmouth,Shrewsbury Borough,U.S. Senate,,REP,Rik Mehta,1424,12,1436
Monmouth,Shrewsbury Township,U.S. Senate,,REP,Rik Mehta,175,6,181
Monmouth,Spring Lake Borough,U.S. Senate,,REP,Rik Mehta,1341,15,1356
Monmouth,Spring Lake Heights Borough,U.S. Senate,,REP,Rik Mehta,1728,34,1762
Monmouth,Tinton Falls Borough,U.S. Senate,,REP,Rik Mehta,5537,113,5650
Monmouth,Union Beach Borough,U.S. Senate,,REP,Rik Mehta,1769,73,1842
Monmouth,Upper Freehold Township,U.S. Senate,,REP,Rik Mehta,2757,58,2815
Monmouth,Wall Township,U.S. Senate,,REP,Rik Mehta,10272,187,10459
Monmouth,West Long Branch Borough,U.S. Senate,,REP,Rik Mehta,2318,52,2370
Monmouth,Aberdeen Township,U.S. Senate,,DEM,Cory Booker,5635,245,5880
Monmouth,Allenhurst Borough,U.S. Senate,,DEM,Cory Booker,107,8,115
Monmouth,Allentown Borough,U.S. Senate,,DEM,Cory Booker,627,23,650
Monmouth,Asbury Park City,U.S. Senate,,DEM,Cory Booker,4262,388,4650
Monmouth,Atlantic Highlands Borough,U.S. Senate,,DEM,Cory Booker,1574,37,1611
Monmouth,Avon Borough,U.S. Senate,,DEM,Cory Booker,570,11,581
Monmouth,Belmar Borough,U.S. Senate,,DEM,Cory Booker,1607,36,1643
Monmouth,Bradley Beach Borough,U.S. Senate,,DEM,Cory Booker,1242,53,1295
Monmouth,Brielle Borough,U.S. Senate,,DEM,Cory Booker,1234,27,1261
Monmouth,Colts Neck Township,U.S. Senate,,DEM,Cory Booker,2018,52,2070
Monmouth,Deal Borough,U.S. Senate,,DEM,Cory Booker,91,5,96
Monmouth,Eatontown Borough,U.S. Senate,,DEM,Cory Booker,3309,166,3475
Monmouth,Englishtown Borough,U.S. Senate,,DEM,Cory Booker,427,20,447
Monmouth,Fair Haven Borough,U.S. Senate,,DEM,Cory Booker,2142,29,2171
Monmouth,Farmingdale Borough,U.S. Senate,,DEM,Cory Booker,344,7,351
Monmouth,Freehold Borough,U.S. Senate,,DEM,Cory Booker,2374,78,2452
Monmouth,Freehold Township,U.S. Senate,,DEM,Cory Booker,9194,181,9375
Monmouth,Hazlet Township,U.S. Senate,,DEM,Cory Booker,4598,134,4732
Monmouth,Highlands Borough,U.S. Senate,,DEM,Cory Booker,1343,44,1387
Monmouth,Holmdel Township,U.S. Senate,,DEM,Cory Booker,4603,90,4693
Monmouth,Howell Township,U.S. Senate,,DEM,Cory Booker,12405,235,12640
Monmouth,Interlaken Borough,U.S. Senate,,DEM,Cory Booker,341,3,344
Monmouth,Keansburg Borough,U.S. Senate,,DEM,Cory Booker,1701,123,1824
Monmouth,Keyport Borough,U.S. Senate,,DEM,Cory Booker,1671,84,1755
Monmouth,Lake Como Borough,U.S. Senate,,DEM,Cory Booker,480,13,493
Monmouth,Little Silver Borough,U.S. Senate,,DEM,Cory Booker,2015,36,2051
Monmouth,Loch Arbour Village,U.S. Senate,,DEM,Cory Booker,63,3,66
Monmouth,Long Branch City,U.S. Senate,,DEM,Cory Booker,6064,318,6382
Monmouth,Manalapan Township,U.S. Senate,,DEM,Cory Booker,10124,175,10299
Monmouth,Manasquan Borough,U.S. Senate,,DEM,Cory Booker,1675,43,1718
Monmouth,Marlboro Township,U.S. Senate,,DEM,Cory Booker,12028,218,12246
Monmouth,Matawan Borough,U.S. Senate,,DEM,Cory Booker,2339,113,2452
Monmouth,Middletown Township Cong 4,U.S. Senate,,DEM,Cory Booker,8659,151,8810
Monmouth,Middletown Township Cong 6,U.S. Senate,,DEM,Cory Booker,8579,209,8788
Monmouth,Millstone Township,U.S. Senate,,DEM,Cory Booker,2240,37,2277
Monmouth,Monmouth Beach Borough,U.S. Senate,,DEM,Cory Booker,927,22,949
Monmouth,Neptune City Borough,U.S. Senate,,DEM,Cory Booker,1377,69,1446
Monmouth,Neptune Township,U.S. Senate,,DEM,Cory Booker,10478,576,11054
Monmouth,Ocean Township,U.S. Senate,,DEM,Cory Booker,8094,292,8386
Monmouth,Oceanport Borough,U.S. Senate,,DEM,Cory Booker,1640,27,1667
Monmouth,Red Bank Borough,U.S. Senate,,DEM,Cory Booker,3436,101,3537
Monmouth,Roosevelt Borough,U.S. Senate,,DEM,Cory Booker,349,11,360
Monmouth,Rumson Borough,U.S. Senate,,DEM,Cory Booker,1982,42,2024
Monmouth,Sea Bright Borough,U.S. Senate,,DEM,Cory Booker,429,7,436
Monmouth,Sea Girt Borough,U.S. Senate,,DEM,Cory Booker,471,11,482
Monmouth,Shrewsbury Borough,U.S. Senate,,DEM,Cory Booker,1337,15,1352
Monmouth,Shrewsbury Township,U.S. Senate,,DEM,Cory Booker,314,13,327
Monmouth,Spring Lake Borough,U.S. Senate,,DEM,Cory Booker,825,21,846
Monmouth,Spring Lake Heights Borough,U.S. Senate,,DEM,Cory Booker,1468,16,1484
Monmouth,Tinton Falls Borough,U.S. Senate,,DEM,Cory Booker,6132,139,6271
Monmouth,Union Beach Borough,U.S. Senate,,DEM,Cory Booker,1196,57,1253
Monmouth,Upper Freehold Township,U.S. Senate,,DEM,Cory Booker,1727,27,1754
Monmouth,Wall Township,U.S. Senate,,DEM,Cory Booker,6542,113,6655
Monmouth,West Long Branch Borough,U.S. Senate,,DEM,Cory Booker,1518,23,1541
Monmouth,Aberdeen Township,U.S. Senate,,GRE,Madelyn R. Hoffman,122,12,134
Monmouth,Allenhurst Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,3,0,3
Monmouth,Allentown Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,26,1,27
Monmouth,Asbury Park City,U.S. Senate,,GRE,Madelyn R. Hoffman,94,11,105
Monmouth,Atlantic Highlands Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,36,1,37
Monmouth,Avon Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,13,0,13
Monmouth,Belmar Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,45,5,50
Monmouth,Bradley Beach Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,37,2,39
Monmouth,Brielle Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,31,4,35
Monmouth,Colts Neck Township,U.S. Senate,,GRE,Madelyn R. Hoffman,61,3,64
Monmouth,Deal Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,4,1,5
Monmouth,Eatontown Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,68,10,78
Monmouth,Englishtown Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,11,2,13
Monmouth,Fair Haven Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,30,2,32
Monmouth,Farmingdale Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,16,2,18
Monmouth,Freehold Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,59,0,59
Monmouth,Freehold Township,U.S. Senate,,GRE,Madelyn R. Hoffman,222,3,225
Monmouth,Hazlet Township,U.S. Senate,,GRE,Madelyn R. Hoffman,169,6,175
Monmouth,Highlands Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,37,2,39
Monmouth,Holmdel Township,U.S. Senate,,GRE,Madelyn R. Hoffman,103,3,106
Monmouth,Howell Township,U.S. Senate,,GRE,Madelyn R. Hoffman,427,11,438
Monmouth,Interlaken Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,6,0,6
Monmouth,Keansburg Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,42,8,50
Monmouth,Keyport Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,53,2,55
Monmouth,Lake Como Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,8,0,8
Monmouth,Little Silver Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,42,0,42
Monmouth,Loch Arbour Village,U.S. Senate,,GRE,Madelyn R. Hoffman,1,0,1
Monmouth,Long Branch City,U.S. Senate,,GRE,Madelyn R. Hoffman,134,10,144
Monmouth,Manalapan Township,U.S. Senate,,GRE,Madelyn R. Hoffman,236,12,248
Monmouth,Manasquan Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,57,3,60
Monmouth,Marlboro Township,U.S. Senate,,GRE,Madelyn R. Hoffman,207,8,215
Monmouth,Matawan Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,59,4,63
Monmouth,Middletown Township Cong 4,U.S. Senate,,GRE,Madelyn R. Hoffman,209,8,217
Monmouth,Middletown Township Cong 6,U.S. Senate,,GRE,Madelyn R. Hoffman,317,9,326
Monmouth,Millstone Township,U.S. Senate,,GRE,Madelyn R. Hoffman,62,1,63
Monmouth,Monmouth Beach Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,19,3,22
Monmouth,Neptune City Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,47,4,51
Monmouth,Neptune Township,U.S. Senate,,GRE,Madelyn R. Hoffman,177,13,190
Monmouth,Ocean Township,U.S. Senate,,GRE,Madelyn R. Hoffman,173,4,177
Monmouth,Oceanport Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,40,1,41
Monmouth,Red Bank Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,93,4,97
Monmouth,Roosevelt Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,10,2,12
Monmouth,Rumson Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,41,2,43
Monmouth,Sea Bright Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,14,0,14
Monmouth,Sea Girt Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,17,1,18
Monmouth,Shrewsbury Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,25,1,26
Monmouth,Shrewsbury Township,U.S. Senate,,GRE,Madelyn R. Hoffman,12,1,13
Monmouth,Spring Lake Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,11,0,11
Monmouth,Spring Lake Heights Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,37,0,37
Monmouth,Tinton Falls Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,116,5,121
Monmouth,Union Beach Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,51,0,51
Monmouth,Upper Freehold Township,U.S. Senate,,GRE,Madelyn R. Hoffman,54,4,58
Monmouth,Wall Township,U.S. Senate,,GRE,Madelyn R. Hoffman,208,5,213
Monmouth,West Long Branch Borough,U.S. Senate,,GRE,Madelyn R. Hoffman,66,2,68
Monmouth,Aberdeen Township,U.S. Senate,,,Daniel Burke,27,3,30
Monmouth,Allenhurst Borough,U.S. Senate,,,Daniel Burke,0,0,0
Monmouth,Allentown Borough,U.S. Senate,,,Daniel Burke,5,0,5
Monmouth,Asbury Park City,U.S. Senate,,,Daniel Burke,11,3,14
Monmouth,Atlantic Highlands Borough,U.S. Senate,,,Daniel Burke,5,0,5
Monmouth,Avon Borough,U.S. Senate,,,Daniel Burke,2,0,2
Monmouth,Belmar Borough,U.S. Senate,,,Daniel Burke,10,1,11
Monmouth,Bradley Beach Borough,U.S. Senate,,,Daniel Burke,6,1,7
Monmouth,Brielle Borough,U.S. Senate,,,Daniel Burke,6,2,8
