county,precinct,office,district,party,candidate,votes,early_voting,mail,provisional,election_day
Atlantic,Atlantic City W4 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,133,17,47,14,55
Atlantic,Atlantic City W4 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,87,6,11,2,68
Atlantic,Atlantic City W4 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,149,18,15,2,114
Atlantic,Atlantic City W4 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,75,20,24,2,29
Atlantic,Atlantic City W6 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,147,22,25,14,86
Atlantic,Atlantic City W6 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,180,31,34,22,93
Atlantic,Atlantic City W6 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,110,15,19,7,69
Atlantic,Atlantic City W6 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,99,25,29,2,43
Atlantic,Atlantic City W5 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,167,40,75,11,41
Atlantic,Atlantic City W5 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Geoffrey F. DORSEY,218,57,95,5,61
Atlantic,Atlantic City W1 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,129,22,43,5,59
Atlantic,Atlantic City W1 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,96,18,18,3,57
Atlantic,Atlantic City W1 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,132,40,25,2,65
Atlantic,Atlantic City W1 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,84,21,21,4,38
Atlantic,Atlantic City W2 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,111,17,32,6,56
Atlantic,Atlantic City W2 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,119,13,32,9,65
Atlantic,Atlantic City W2 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,65,9,5,7,44
Atlantic,Atlantic City W3 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,102,21,24,3,54
Atlantic,Atlantic City W3 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,52,14,8,3,27
Atlantic,Atlantic City W3 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,37,11,6,1,19
Atlantic,Atlantic City W3 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,132,19,54,6,53
Atlantic,Atlantic City W4 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,112,19,20,11,62
Atlantic,Atlantic City W4 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,67,10,15,5,37
Atlantic,Atlantic City W4 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,110,17,19,3,71
Atlantic,Atlantic City W4 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,75,13,13,10,39
Atlantic,Atlantic City W6 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,143,29,40,12,62
Atlantic,Atlantic City W6 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,160,29,26,8,97
Atlantic,Atlantic City W6 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,121,23,20,2,76
Atlantic,Atlantic City W6 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,182,41,63,4,74
Atlantic,Atlantic City W5 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,217,51,105,9,52
Atlantic,Atlantic City W5 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,BOE,BOE Andra C. WILLIAMS,222,64,88,14,56
Atlantic,Atlantic City W1 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,1,0,0
Atlantic,Atlantic City W1 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W1 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W1 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,1,0,0
Atlantic,Atlantic City W2 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W2 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,1,0,0
Atlantic,Atlantic City W2 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W3 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W3 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W3 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W3 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W4 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,3,0,0,1,2
Atlantic,Atlantic City W4 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W4 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W4 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,1,0
Atlantic,Atlantic City W6 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,4,0,2,0,2
Atlantic,Atlantic City W6 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,2,0,0,0,2
Atlantic,Atlantic City W6 D3,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,2,0,1,0,1
Atlantic,Atlantic City W6 D4,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W5 D1,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W5 D2,Member of the Local Board of Ed 2YUXP ATLANTIC CITY,,,WRITE-IN,4,1,1,0,2
Atlantic,Atlantic City W1 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,298,61,61,9,167
Atlantic,Atlantic City W1 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,249,50,35,11,153
Atlantic,Atlantic City W1 D3,ATLANTIC CITY PUBLIC QUESTION,,,YES,312,69,41,13,189
Atlantic,Atlantic City W1 D4,ATLANTIC CITY PUBLIC QUESTION,,,YES,164,24,21,9,110
Atlantic,Atlantic City W2 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,219,28,31,24,136
Atlantic,Atlantic City W2 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,311,43,49,24,195
Atlantic,Atlantic City W2 D3,ATLANTIC CITY PUBLIC QUESTION,,,YES,187,16,17,23,131
Atlantic,Atlantic City W3 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,256,36,33,17,170
Atlantic,Atlantic City W3 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,125,27,10,13,75
Atlantic,Atlantic City W3 D3,ATLANTIC CITY PUBLIC QUESTION,,,YES,143,26,12,10,95
Atlantic,Atlantic City W3 D4,ATLANTIC CITY PUBLIC QUESTION,,,YES,278,37,33,19,189
Atlantic,Atlantic City W4 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,172,29,19,23,101
Atlantic,Atlantic City W4 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,134,17,13,7,97
Atlantic,Atlantic City W4 D3,ATLANTIC CITY PUBLIC QUESTION,,,YES,228,29,15,5,179
Atlantic,Atlantic City W4 D4,ATLANTIC CITY PUBLIC QUESTION,,,YES,120,31,13,7,69
Atlantic,Atlantic City W6 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,255,36,40,21,158
Atlantic,Atlantic City W6 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,246,50,21,25,150
Atlantic,Atlantic City W6 D3,ATLANTIC CITY PUBLIC QUESTION,,,YES,193,38,19,10,126
Atlantic,Atlantic City W6 D4,ATLANTIC CITY PUBLIC QUESTION,,,YES,179,35,48,10,86
Atlantic,Atlantic City W5 D1,ATLANTIC CITY PUBLIC QUESTION,,,YES,190,46,36,17,91
Atlantic,Atlantic City W5 D2,ATLANTIC CITY PUBLIC QUESTION,,,YES,244,76,51,11,106
Atlantic,Atlantic City W1 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,212,44,51,9,108
Atlantic,Atlantic City W1 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,103,18,18,6,61
Atlantic,Atlantic City W1 D3,ATLANTIC CITY PUBLIC QUESTION,,,NO,165,37,25,4,99
Atlantic,Atlantic City W1 D4,ATLANTIC CITY PUBLIC QUESTION,,,NO,90,27,19,3,41
Atlantic,Atlantic City W2 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,96,17,23,1,55
Atlantic,Atlantic City W2 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,124,11,39,4,70
Atlantic,Atlantic City W2 D3,ATLANTIC CITY PUBLIC QUESTION,,,NO,64,5,7,6,46
Atlantic,Atlantic City W3 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,155,35,34,4,82
Atlantic,Atlantic City W3 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,51,19,10,0,22
Atlantic,Atlantic City W3 D3,ATLANTIC CITY PUBLIC QUESTION,,,NO,77,18,14,2,43
Atlantic,Atlantic City W3 D4,ATLANTIC CITY PUBLIC QUESTION,,,NO,168,22,55,8,83
Atlantic,Atlantic City W4 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,139,29,22,14,74
Atlantic,Atlantic City W4 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,76,7,16,4,49
Atlantic,Atlantic City W4 D3,ATLANTIC CITY PUBLIC QUESTION,,,NO,144,27,26,4,87
Atlantic,Atlantic City W4 D4,ATLANTIC CITY PUBLIC QUESTION,,,NO,109,30,22,11,46
Atlantic,Atlantic City W6 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,223,47,56,14,106
Atlantic,Atlantic City W6 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,245,46,50,17,132
Atlantic,Atlantic City W6 D3,ATLANTIC CITY PUBLIC QUESTION,,,NO,161,25,25,2,109
Atlantic,Atlantic City W6 D4,ATLANTIC CITY PUBLIC QUESTION,,,NO,283,63,79,4,137
Atlantic,Atlantic City W5 D1,ATLANTIC CITY PUBLIC QUESTION,,,NO,310,76,140,11,83
Atlantic,Atlantic City W5 D2,ATLANTIC CITY PUBLIC QUESTION,,,NO,410,118,161,13,118
Atlantic,Brigantine Ward 01,Council Ward 1,,REP,Karen BEW,949,125,115,11,698
Atlantic,Brigantine Ward 01,Council Ward 1,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Brigantine Ward 01,Council Ward 1,,,WRITE-IN,3,0,1,0,2
Atlantic,Brigantine Ward 02,Council Ward 2,,REP,Paul J. LETTIERI,896,158,119,2,617
Atlantic,Brigantine Ward 02,Council Ward 2,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Brigantine Ward 02,Council Ward 2,,,WRITE-IN,7,1,2,0,4
Atlantic,Brigantine Ward 03,Council Ward 3,,REP,Dennis HANEY,784,168,95,14,507
Atlantic,Brigantine Ward 03,Council Ward 3,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Brigantine Ward 03,Council Ward 3,,,WRITE-IN,13,3,2,1,7
Atlantic,Brigantine Ward 04,Council Ward 4,,REP,Mark VIRGILIO,603,118,76,10,399
Atlantic,Brigantine Ward 04,Council Ward 4,,DEM,Richard DELUCRY,407,53,98,8,248
Atlantic,Brigantine Ward 04,Council Ward 4,,,WRITE-IN,1,0,1,0,0
Atlantic,Buena Borough D01,Council,,REP,Patricia ANDALORO,649,104,72,6,467
Atlantic,Buena Borough D02,Council,,REP,Patricia ANDALORO,802,208,75,13,506
Atlantic,Buena Borough D01,Council,,REP,Richard GIOVINAZZI,642,102,69,6,465
Atlantic,Buena Borough D02,Council,,REP,Richard GIOVINAZZI,798,205,75,13,505
Atlantic,Buena Borough D01,Council,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Borough D02,Council,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Borough D01,Council,,,WRITE-IN,13,2,3,0,8
Atlantic,Buena Borough D02,Council,,,WRITE-IN,21,5,2,2,12
Atlantic,Buena Vista Township D01,Township Committee,,REP,Aaron KRENZER,770,161,71,7,531
Atlantic,Buena Vista Township D02,Township Committee,,REP,Aaron KRENZER,727,181,66,5,475
Atlantic,Buena Vista Township D03,Township Committee,,REP,Aaron KRENZER,520,198,36,2,284
Atlantic,Buena Vista Township D04,Township Committee,,REP,Aaron KRENZER,573,127,27,5,414
Atlantic,Buena Vista Township D01,Township Committee,,REP,Ellen TESTA,777,160,74,6,537
Atlantic,Buena Vista Township D02,Township Committee,,REP,Ellen TESTA,715,177,67,6,465
Atlantic,Buena Vista Township D03,Township Committee,,REP,Ellen TESTA,525,200,36,2,287
Atlantic,Buena Vista Township D04,Township Committee,,REP,Ellen TESTA,586,130,30,5,421
Atlantic,Buena Vista Township D01,Township Committee,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Vista Township D02,Township Committee,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Vista Township D03,Township Committee,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Vista Township D04,Township Committee,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Buena Vista Township D01,Township Committee,,,WRITE-IN,17,6,0,0,11
Atlantic,Buena Vista Township D02,Township Committee,,,WRITE-IN,11,0,3,0,8
Atlantic,Buena Vista Township D03,Township Committee,,,WRITE-IN,25,6,17,0,2
Atlantic,Buena Vista Township D04,Township Committee,,,WRITE-IN,7,0,3,0,4
Atlantic,Buena Vista Township D01,Members of the Buena Reg Board of Ed,,BOE,BOE Sabrina FUTTY,598,132,89,6,371
Atlantic,Buena Vista Township D02,Members of the Buena Reg Board of Ed,,BOE,BOE Sabrina FUTTY,563,128,93,2,340
Atlantic,Buena Vista Township D03,Members of the Buena Reg Board of Ed,,BOE,BOE Sabrina FUTTY,401,156,55,3,187
Atlantic,Buena Vista Township D04,Members of the Buena Reg Board of Ed,,BOE,BOE Sabrina FUTTY,371,79,44,3,245
Atlantic,Buena Vista Township D01,Members of the Buena Reg Board of Ed,,BOE,BOE Jonathan MOLINELLI,647,141,93,7,406
Atlantic,Buena Vista Township D02,Members of the Buena Reg Board of Ed,,BOE,BOE Jonathan MOLINELLI,632,139,102,4,387
Atlantic,Buena Vista Township D03,Members of the Buena Reg Board of Ed,,BOE,BOE Jonathan MOLINELLI,444,168,62,3,211
Atlantic,Buena Vista Township D04,Members of the Buena Reg Board of Ed,,BOE,BOE Jonathan MOLINELLI,392,74,49,5,264
Atlantic,Buena Vista Township D01,Members of the Buena Reg Board of Ed,,BOE,BOE Sarah MACK,575,128,90,7,350
Atlantic,Buena Vista Township D02,Members of the Buena Reg Board of Ed,,BOE,BOE Sarah MACK,560,124,97,2,337
Atlantic,Buena Vista Township D03,Members of the Buena Reg Board of Ed,,BOE,BOE Sarah MACK,429,161,62,3,203
Atlantic,Buena Vista Township D04,Members of the Buena Reg Board of Ed,,BOE,BOE Sarah MACK,372,70,50,4,248
Atlantic,Buena Vista Township D01,Members of the Buena Reg Board of Ed,,,WRITE-IN,14,0,7,0,7
Atlantic,Buena Vista Township D02,Members of the Buena Reg Board of Ed,,,WRITE-IN,21,1,4,0,16
Atlantic,Buena Vista Township D03,Members of the Buena Reg Board of Ed,,,WRITE-IN,29,1,18,0,10
Atlantic,Buena Vista Township D04,Members of the Buena Reg Board of Ed,,,WRITE-IN,5,2,1,0,2
Atlantic,Corbin City,Mayor,,REP,Robert SCHULTE,242,34,21,2,185
Atlantic,Corbin City,Mayor,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Corbin City,Mayor,,,WRITE-IN,5,2,0,0,3
Atlantic,Corbin City,Council,,REP,LaVerne KIRN,250,29,21,2,198
Atlantic,Corbin City,Council,,DEM,NO NOMINATION MADE,0,0,0,0,0
Atlantic,Corbin City,Council,,,WRITE-IN,4,2,0,0,2
Atlantic,Egg Harbor City W1 D1,Mayor,,REP,Ingrid E. NIEVES-CLARK,46,4,5,0,37
Atlantic,Egg Harbor City W1 D2,Mayor,,REP,Ingrid E. NIEVES-CLARK,118,21,9,1,87
Atlantic,Egg Harbor City W1 D3,Mayor,,REP,Ingrid E. NIEVES-CLARK,188,30,21,7,130
Atlantic,Egg Harbor City W2 D1,Mayor,,REP,Ingrid E. NIEVES-CLARK,129,9,16,2,102
Atlantic,Egg Harbor City W2 D2,Mayor,,REP,Ingrid E. NIEVES-CLARK,115,21,18,3,73
Atlantic,Egg Harbor City W2 D3,Mayor,,REP,Ingrid E. NIEVES-CLARK,126,21,8,3,94
Atlantic,Egg Harbor City W1 D1,Mayor,,DEM,Lisa JIAMPETTI,139,22,20,3,94
Atlantic,Egg Harbor City W1 D2,Mayor,,DEM,Lisa JIAMPETTI,133,20,14,2,97
Atlantic,Egg Harbor City W1 D3,Mayor,,DEM,Lisa JIAMPETTI,251,44,50,5,152
Atlantic,Egg Harbor City W2 D1,Mayor,,DEM,Lisa JIAMPETTI,204,30,36,4,134
Atlantic,Egg Harbor City W2 D2,Mayor,,DEM,Lisa JIAMPETTI,162,32,25,5,100
Atlantic,Egg Harbor City W2 D3,Mayor,,DEM,Lisa JIAMPETTI,171,24,29,3,115
Atlantic,Egg Harbor City W1 D1,Mayor,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D2,Mayor,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor City W1 D3,Mayor,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D1,Mayor,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D2,Mayor,,,WRITE-IN,1,0,0,1,0
Atlantic,Egg Harbor City W2 D3,Mayor,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D1,Common Council,,REP,Kasey M. ATTIANESE,43,5,5,0,33
Atlantic,Egg Harbor City W1 D2,Common Council,,REP,Kasey M. ATTIANESE,124,20,7,1,96
Atlantic,Egg Harbor City W1 D3,Common Council,,REP,Kasey M. ATTIANESE,206,37,17,6,146
Atlantic,Egg Harbor City W2 D1,Common Council,,REP,Kasey M. ATTIANESE,124,9,16,2,97
Atlantic,Egg Harbor City W2 D2,Common Council,,REP,Kasey M. ATTIANESE,126,27,14,3,82
Atlantic,Egg Harbor City W2 D3,Common Council,,REP,Kasey M. ATTIANESE,134,23,11,2,98
Atlantic,Egg Harbor City W1 D1,Common Council,,REP,"REP Joseph A. RICCI, Jr.",51,5,5,0,41
Atlantic,Egg Harbor City W1 D2,Common Council,,REP,"REP Joseph A. RICCI, Jr.",127,21,6,1,99
Atlantic,Egg Harbor City W1 D3,Common Council,,REP,"REP Joseph A. RICCI, Jr.",221,36,22,6,157
Atlantic,Egg Harbor City W2 D1,Common Council,,REP,"REP Joseph A. RICCI, Jr.",127,11,18,2,96
Atlantic,Egg Harbor City W2 D2,Common Council,,REP,"REP Joseph A. RICCI, Jr.",129,25,16,3,85
Atlantic,Egg Harbor City W2 D3,Common Council,,REP,"REP Joseph A. RICCI, Jr.",137,20,12,1,104
Atlantic,Egg Harbor City W1 D1,Common Council,,REP,Benjamin F. RISLEY,44,4,5,0,35
Atlantic,Egg Harbor City W1 D2,Common Council,,REP,Benjamin F. RISLEY,119,18,7,1,93
Atlantic,Egg Harbor City W1 D3,Common Council,,REP,Benjamin F. RISLEY,210,36,21,6,147
Atlantic,Egg Harbor City W2 D1,Common Council,,REP,Benjamin F. RISLEY,132,12,15,2,103
Atlantic,Egg Harbor City W2 D2,Common Council,,REP,Benjamin F. RISLEY,122,25,15,3,79
Atlantic,Egg Harbor City W2 D3,Common Council,,REP,Benjamin F. RISLEY,129,20,10,1,98
Atlantic,Egg Harbor City W1 D1,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",135,22,21,3,89
Atlantic,Egg Harbor City W1 D2,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",119,19,17,2,81
Atlantic,Egg Harbor City W1 D3,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",228,36,54,5,133
Atlantic,Egg Harbor City W2 D1,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",199,29,36,3,131
Atlantic,Egg Harbor City W2 D2,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",134,26,28,5,75
Atlantic,Egg Harbor City W2 D3,Common Council,,DEM,"DEM Joseph A. KUEHNER, Jr.",153,22,26,4,101
Atlantic,Egg Harbor City W1 D1,Common Council,,DEM,Richard S. DOVEY,120,20,19,3,78
Atlantic,Egg Harbor City W1 D2,Common Council,,DEM,Richard S. DOVEY,115,20,17,2,76
Atlantic,Egg Harbor City W1 D3,Common Council,,DEM,Richard S. DOVEY,205,38,48,5,114
Atlantic,Egg Harbor City W2 D1,Common Council,,DEM,Richard S. DOVEY,193,26,33,3,131
Atlantic,Egg Harbor City W2 D2,Common Council,,DEM,Richard S. DOVEY,141,28,26,5,82
Atlantic,Egg Harbor City W2 D3,Common Council,,DEM,Richard S. DOVEY,152,23,26,5,98
Atlantic,Egg Harbor City W1 D1,Common Council,,DEM,Kim A. HESSE,128,22,19,2,85
Atlantic,Egg Harbor City W1 D2,Common Council,,DEM,Kim A. HESSE,123,21,16,2,84
Atlantic,Egg Harbor City W1 D3,Common Council,,DEM,Kim A. HESSE,221,39,50,5,127
Atlantic,Egg Harbor City W2 D1,Common Council,,DEM,Kim A. HESSE,199,27,36,3,133
Atlantic,Egg Harbor City W2 D2,Common Council,,DEM,Kim A. HESSE,142,28,27,5,82
Atlantic,Egg Harbor City W2 D3,Common Council,,DEM,Kim A. HESSE,149,22,26,5,96
Atlantic,Egg Harbor City W1 D1,Common Council,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D2,Common Council,,,WRITE-IN,3,0,0,0,3
Atlantic,Egg Harbor City W1 D3,Common Council,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D1,Common Council,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D2,Common Council,,,WRITE-IN,3,0,0,3,0
Atlantic,Egg Harbor City W2 D3,Common Council,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor City W1 D1,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,106,13,21,1,71
Atlantic,Egg Harbor City W1 D2,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,154,25,14,2,113
Atlantic,Egg Harbor City W1 D3,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,285,45,56,6,178
Atlantic,Egg Harbor City W2 D1,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,223,28,31,5,159
Atlantic,Egg Harbor City W2 D2,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,178,36,30,6,106
Atlantic,Egg Harbor City W2 D3,Member of the GEH Reg Bd of Ed,,BOE,BOE Brian SARTORIO,196,33,29,2,132
Atlantic,Egg Harbor City W1 D1,Member of the GEH Reg Bd of Ed,,,WRITE-IN,1,0,1,0,0
Atlantic,Egg Harbor City W1 D2,Member of the GEH Reg Bd of Ed,,,WRITE-IN,3,0,0,0,3
Atlantic,Egg Harbor City W1 D3,Member of the GEH Reg Bd of Ed,,,WRITE-IN,4,0,0,0,4
Atlantic,Egg Harbor City W2 D1,Member of the GEH Reg Bd of Ed,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor City W2 D2,Member of the GEH Reg Bd of Ed,,,WRITE-IN,2,0,1,0,1
Atlantic,Egg Harbor City W2 D3,Member of the GEH Reg Bd of Ed,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D1,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,69,9,10,1,49
Atlantic,Egg Harbor City W1 D2,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,105,17,6,2,80
Atlantic,Egg Harbor City W1 D3,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,162,27,23,2,110
Atlantic,Egg Harbor City W2 D1,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,133,19,13,2,99
Atlantic,Egg Harbor City W2 D2,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,105,24,16,3,62
Atlantic,Egg Harbor City W2 D3,Members of the Local Board of Ed,,BOE,BOE Jessica NAVA,134,22,13,1,98
Atlantic,Egg Harbor City W1 D1,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,56,4,8,1,43
Atlantic,Egg Harbor City W1 D2,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,97,14,6,1,76
Atlantic,Egg Harbor City W1 D3,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,172,27,26,4,115
Atlantic,Egg Harbor City W2 D1,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,131,15,22,2,92
Atlantic,Egg Harbor City W2 D2,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,118,24,19,5,70
Atlantic,Egg Harbor City W2 D3,Members of the Local Board of Ed,,BOE,BOE Ammie CRAMER,110,25,11,0,74
Atlantic,Egg Harbor City W1 D1,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,48,7,8,0,33
Atlantic,Egg Harbor City W1 D2,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,68,12,7,0,49
Atlantic,Egg Harbor City W1 D3,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,142,23,29,3,87
Atlantic,Egg Harbor City W2 D1,Members of the Local Board of Ed,,BOE,BOE Dawn M. LEEDS-SMITH,105,16,11,2,76
