county,municipality,office,district,candidate,party,votes
HUNTERDON,Lebanon Twp.,General Assembly,23,MaryBeth Maciag,Democratic,229
HUNTERDON,Milford Boro,General Assembly,23,MaryBeth Maciag,Democratic,69
HUNTERDON,Tewksbury Twp.,General Assembly,23,MaryBeth Maciag,Democratic,208
HUNTERDON,Union Twp.,General Assembly,23,MaryBeth Maciag,Democratic,155
HUNTERDON,COUNTY TOTAL,General Assembly,23,MaryBeth Maciag,Democratic,"2,692"
SOMERSET,Bedminister Twp.,General Assembly,23,Erik Peterson,Republican,699
SOMERSET,Bound Brook Boro,General Assembly,23,Erik Peterson,Republican,697
SOMERSET,Bridgewater Twp.,General Assembly,23,Erik Peterson,Republican,"4,150"
SOMERSET,Peapack & Gladstone Boro,General Assembly,23,Erik Peterson,Republican,372
SOMERSET,Raritan Boro,General Assembly,23,Erik Peterson,Republican,698
SOMERSET,South Bound Brook Boro,General Assembly,23,Erik Peterson,Republican,303
SOMERSET,COUNTY TOTAL,General Assembly,23,Erik Peterson,Republican,"6,919"
SOMERSET,Bedminister Twp.,General Assembly,23,John DiMaio,Republican,695
SOMERSET,Bound Brook Boro,General Assembly,23,John DiMaio,Republican,702
SOMERSET,Bridgewater Twp.,General Assembly,23,John DiMaio,Republican,"4,199"
SOMERSET,Peapack & Gladstone Boro,General Assembly,23,John DiMaio,Republican,373
SOMERSET,Raritan Boro,General Assembly,23,John DiMaio,Republican,711
SOMERSET,South Bound Brook Boro,General Assembly,23,John DiMaio,Republican,327
SOMERSET,COUNTY TOTAL,General Assembly,23,John DiMaio,Republican,"7,007"
SOMERSET,Bedminister Twp.,General Assembly,23,Maria Rodriguez,Democratic,427
SOMERSET,Bound Brook Boro,General Assembly,23,Maria Rodriguez,Democratic,660
SOMERSET,Bridgewater Twp.,General Assembly,23,Maria Rodriguez,Democratic,"2,525"
SOMERSET,Peapack & Gladstone Boro,General Assembly,23,Maria Rodriguez,Democratic,146
SOMERSET,Raritan Boro,General Assembly,23,Maria Rodriguez,Democratic,425
SOMERSET,South Bound Brook Boro,General Assembly,23,Maria Rodriguez,Democratic,270
SOMERSET,COUNTY TOTAL,General Assembly,23,Maria Rodriguez,Democratic,"4,453"
SOMERSET,Bedminister Twp.,General Assembly,23,MaryBeth Maciag,Democratic,414
SOMERSET,Bound Brook Boro,General Assembly,23,MaryBeth Maciag,Democratic,635
SOMERSET,Bridgewater Twp.,General Assembly,23,MaryBeth Maciag,Democratic,"2,472"
SOMERSET,Peapack & Gladstone Boro,General Assembly,23,MaryBeth Maciag,Democratic,138
SOMERSET,Raritan Boro,General Assembly,23,MaryBeth Maciag,Democratic,413
SOMERSET,South Bound Brook Boro,General Assembly,23,MaryBeth Maciag,Democratic,269
SOMERSET,COUNTY TOTAL,General Assembly,23,MaryBeth Maciag,Democratic,"4,341"
WARREN,Alpha Boro,General Assembly,23,Erik Peterson,Republican,205
WARREN,Franklin Twp.,General Assembly,23,Erik Peterson,Republican,227
WARREN,Greenwich Twp.,General Assembly,23,Erik Peterson,Republican,264
WARREN,Hackettstown Town,General Assembly,23,Erik Peterson,Republican,457
WARREN,Harmony Twp.,General Assembly,23,Erik Peterson,Republican,181
WARREN,Lopatcong Twp.,General Assembly,23,Erik Peterson,Republican,808
WARREN,Mansfield Twp.,General Assembly,23,Erik Peterson,Republican,405
WARREN,Phillipsburg Town,General Assembly,23,Erik Peterson,Republican,828
WARREN,Pohatcong Twp.,General Assembly,23,Erik Peterson,Republican,289
WARREN,Washington Boro,General Assembly,23,Erik Peterson,Republican,218
WARREN,Washington Twp.,General Assembly,23,Erik Peterson,Republican,391
WARREN,COUNTY TOTAL,General Assembly,23,Erik Peterson,Republican,"4,273"
,DISTRICT TOTAL,General Assembly,23,Erik Peterson,Republican,"17,071"
WARREN,Alpha Boro,General Assembly,23,John DiMaio,Republican,244
WARREN,Franklin Twp.,General Assembly,23,John DiMaio,Republican,240
WARREN,Greenwich Twp.,General Assembly,23,John DiMaio,Republican,273
WARREN,Hackettstown Town,General Assembly,23,John DiMaio,Republican,528
WARREN,Harmony Twp.,General Assembly,23,John DiMaio,Republican,198
WARREN,Lopatcong Twp.,General Assembly,23,John DiMaio,Republican,873
WARREN,Mansfield Twp.,General Assembly,23,John DiMaio,Republican,472
WARREN,Phillipsburg Town,General Assembly,23,John DiMaio,Republican,"1,039"
WARREN,Pohatcong Twp.,General Assembly,23,John DiMaio,Republican,325
WARREN,Washington Boro,General Assembly,23,John DiMaio,Republican,241
WARREN,Washington Twp.,General Assembly,23,John DiMaio,Republican,413
WARREN,COUNTY TOTAL,General Assembly,23,John DiMaio,Republican,"4,846"
,DISTRICT TOTAL,General Assembly,23,John DiMaio,Republican,"17,654"
WARREN,Alpha Boro,General Assembly,23,Maria Rodriguez,Democratic,149
WARREN,Franklin Twp.,General Assembly,23,Maria Rodriguez,Democratic,67
WARREN,Greenwich Twp.,General Assembly,23,Maria Rodriguez,Democratic,129
WARREN,Hackettstown Town,General Assembly,23,Maria Rodriguez,Democratic,257
WARREN,Harmony Twp.,General Assembly,23,Maria Rodriguez,Democratic,65
WARREN,Lopatcong Twp.,General Assembly,23,Maria Rodriguez,Democratic,469
WARREN,Mansfield Twp.,General Assembly,23,Maria Rodriguez,Democratic,143
WARREN,Phillipsburg Town,General Assembly,23,Maria Rodriguez,Democratic,"1,050"
WARREN,Pohatcong Twp.,General Assembly,23,Maria Rodriguez,Democratic,171
WARREN,Washington Boro,General Assembly,23,Maria Rodriguez,Democratic,164
WARREN,Washington Twp.,General Assembly,23,Maria Rodriguez,Democratic,167
WARREN,COUNTY TOTAL,General Assembly,23,Maria Rodriguez,Democratic,"2,831"
,DISTRICT TOTAL,General Assembly,23,Maria Rodriguez,Democratic,"10,056"
WARREN,Alpha Boro,General Assembly,23,MaryBeth Maciag,Democratic,150
WARREN,Franklin Twp.,General Assembly,23,MaryBeth Maciag,Democratic,77
WARREN,Greenwich Twp.,General Assembly,23,MaryBeth Maciag,Democratic,129
WARREN,Hackettstown Town,General Assembly,23,MaryBeth Maciag,Democratic,319
WARREN,Harmony Twp.,General Assembly,23,MaryBeth Maciag,Democratic,61
WARREN,Lopatcong Twp.,General Assembly,23,MaryBeth Maciag,Democratic,426
WARREN,Mansfield Twp.,General Assembly,23,MaryBeth Maciag,Democratic,135
WARREN,Phillipsburg Town,General Assembly,23,MaryBeth Maciag,Democratic,972
WARREN,Pohatcong Twp.,General Assembly,23,MaryBeth Maciag,Democratic,162
WARREN,Washington Boro,General Assembly,23,MaryBeth Maciag,Democratic,143
WARREN,Washington Twp.,General Assembly,23,MaryBeth Maciag,Democratic,152
WARREN,COUNTY TOTAL,General Assembly,23,MaryBeth Maciag,Democratic,"2,726"
,DISTRICT TOTAL,General Assembly,23,MaryBeth Maciag,Democratic,"9,759"
MORRIS,Mount Olive Twp.,General Assembly,24,F. Parker Space,Republican,"1,129"
MORRIS,COUNTY TOTAL,General Assembly,24,F. Parker Space,Republican,"1,129"
MORRIS,Mount Olive Twp.,General Assembly,24,Gail Phoebus,Republican,"1,133"
MORRIS,COUNTY TOTAL,General Assembly,24,Gail Phoebus,Republican,"1,133"
MORRIS,Mount Olive Twp.,General Assembly,24,Michael F. Grace,Democratic,526
MORRIS,COUNTY TOTAL,General Assembly,24,Michael F. Grace,Democratic,526
MORRIS,Mount Olive Twp.,General Assembly,24,Jacqueline Stapel,Democratic,556
MORRIS,COUNTY TOTAL,General Assembly,24,Jacqueline Stapel,Democratic,556
MORRIS,Mount Olive Twp.,General Assembly,24,Kenneth Collins,Democratic,99
MORRIS,COUNTY TOTAL,General Assembly,24,Kenneth Collins,Democratic,99
SUSSEX,Andover Boro,General Assembly,24,F. Parker Space,Republican,51
SUSSEX,Andover Twp.,General Assembly,24,F. Parker Space,Republican,582
SUSSEX,Branchville Boro,General Assembly,24,F. Parker Space,Republican,183
SUSSEX,Byram Twp.,General Assembly,24,F. Parker Space,Republican,587
SUSSEX,Frankford Twp.,General Assembly,24,F. Parker Space,Republican,582
SUSSEX,Franklin Boro,General Assembly,24,F. Parker Space,Republican,461
SUSSEX,Fredon Twp.,General Assembly,24,F. Parker Space,Republican,407
SUSSEX,Green Twp.,General Assembly,24,F. Parker Space,Republican,293
SUSSEX,Hamburg Boro,General Assembly,24,F. Parker Space,Republican,235
SUSSEX,Hampton Twp.,General Assembly,24,F. Parker Space,Republican,425
SUSSEX,Hardyston Twp.,General Assembly,24,F. Parker Space,Republican,532
SUSSEX,Hopatcong Boro,General Assembly,24,F. Parker Space,Republican,"1,161"
SUSSEX,Lafayette Twp.,General Assembly,24,F. Parker Space,Republican,266
SUSSEX,Montague Twp.,General Assembly,24,F. Parker Space,Republican,445
SUSSEX,Newton Town,General Assembly,24,F. Parker Space,Republican,471
SUSSEX,Ogdensburg Boro,General Assembly,24,F. Parker Space,Republican,189
SUSSEX,Sandyston Twp.,General Assembly,24,F. Parker Space,Republican,311
SUSSEX,Sparta Twp.,General Assembly,24,F. Parker Space,Republican,"1,287"
SUSSEX,Stanhope Boro,General Assembly,24,F. Parker Space,Republican,313
SUSSEX,Stillwater Twp.,General Assembly,24,F. Parker Space,Republican,382
SUSSEX,Sussex Boro,General Assembly,24,F. Parker Space,Republican,202
SUSSEX,Vernon Twp.,General Assembly,24,F. Parker Space,Republican,"3,160"
SUSSEX,Walpack Twp.,General Assembly,24,F. Parker Space,Republican,4
SUSSEX,Wantage Twp.,General Assembly,24,F. Parker Space,Republican,"1,266"
SUSSEX,COUNTY TOTAL,General Assembly,24,F. Parker Space,Republican,"13,795"
SUSSEX,Andover Boro,General Assembly,24,Gail Phoebus,Republican,42
SUSSEX,Andover Twp.,General Assembly,24,Gail Phoebus,Republican,600
SUSSEX,Branchville Boro,General Assembly,24,Gail Phoebus,Republican,165
SUSSEX,Byram Twp.,General Assembly,24,Gail Phoebus,Republican,564
SUSSEX,Frankford Twp.,General Assembly,24,Gail Phoebus,Republican,558
SUSSEX,Franklin Boro,General Assembly,24,Gail Phoebus,Republican,445
SUSSEX,Fredon Twp.,General Assembly,24,Gail Phoebus,Republican,381
SUSSEX,Green Twp.,General Assembly,24,Gail Phoebus,Republican,275
SUSSEX,Hamburg Boro,General Assembly,24,Gail Phoebus,Republican,226
SUSSEX,Hampton Twp.,General Assembly,24,Gail Phoebus,Republican,411
SUSSEX,Hardyston Twp.,General Assembly,24,Gail Phoebus,Republican,515
SUSSEX,Hopatcong Boro,General Assembly,24,Gail Phoebus,Republican,"1,119"
SUSSEX,Lafayette Twp.,General Assembly,24,Gail Phoebus,Republican,268
SUSSEX,Montague Twp.,General Assembly,24,Gail Phoebus,Republican,410
SUSSEX,Newton Town,General Assembly,24,Gail Phoebus,Republican,462
SUSSEX,Ogdensburg Boro,General Assembly,24,Gail Phoebus,Republican,178
SUSSEX,Sandyston Twp.,General Assembly,24,Gail Phoebus,Republican,298
SUSSEX,Sparta Twp.,General Assembly,24,Gail Phoebus,Republican,"1,240"
SUSSEX,Stanhope Boro,General Assembly,24,Gail Phoebus,Republican,300
SUSSEX,Stillwater Twp.,General Assembly,24,Gail Phoebus,Republican,365
SUSSEX,Sussex Boro,General Assembly,24,Gail Phoebus,Republican,186
SUSSEX,Vernon Twp.,General Assembly,24,Gail Phoebus,Republican,"2,861"
SUSSEX,Walpack Twp.,General Assembly,24,Gail Phoebus,Republican,4
SUSSEX,Wantage Twp.,General Assembly,24,Gail Phoebus,Republican,"1,205"
SUSSEX,COUNTY TOTAL,General Assembly,24,Gail Phoebus,Republican,"13,078"
SUSSEX,Andover Boro,General Assembly,24,Michael F. Grace,Democratic,29
SUSSEX,Andover Twp.,General Assembly,24,Michael F. Grace,Democratic,233
SUSSEX,Branchville Boro,General Assembly,24,Michael F. Grace,Democratic,45
SUSSEX,Byram Twp.,General Assembly,24,Michael F. Grace,Democratic,255
SUSSEX,Frankford Twp.,General Assembly,24,Michael F. Grace,Democratic,213
SUSSEX,Franklin Boro,General Assembly,24,Michael F. Grace,Democratic,140
SUSSEX,Fredon Twp.,General Assembly,24,Michael F. Grace,Democratic,107
SUSSEX,Green Twp.,General Assembly,24,Michael F. Grace,Democratic,106
SUSSEX,Hamburg Boro,General Assembly,24,Michael F. Grace,Democratic,103
SUSSEX,Hampton Twp.,General Assembly,24,Michael F. Grace,Democratic,176
SUSSEX,Hardyston Twp.,General Assembly,24,Michael F. Grace,Democratic,263
SUSSEX,Hopatcong Boro,General Assembly,24,Michael F. Grace,Democratic,484
SUSSEX,Lafayette Twp.,General Assembly,24,Michael F. Grace,Democratic,65
SUSSEX,Montague Twp.,General Assembly,24,Michael F. Grace,Democratic,119
SUSSEX,Newton Town,General Assembly,24,Michael F. Grace,Democratic,264
SUSSEX,Ogdensburg Boro,General Assembly,24,Michael F. Grace,Democratic,76
SUSSEX,Sandyston Twp.,General Assembly,24,Michael F. Grace,Democratic,78
SUSSEX,Sparta Twp.,General Assembly,24,Michael F. Grace,Democratic,604
SUSSEX,Stanhope Boro,General Assembly,24,Michael F. Grace,Democratic,149
SUSSEX,Stillwater Twp.,General Assembly,24,Michael F. Grace,Democratic,184
SUSSEX,Sussex Boro,General Assembly,24,Michael F. Grace,Democratic,77
SUSSEX,Vernon Twp.,General Assembly,24,Michael F. Grace,Democratic,"1,272"
SUSSEX,Walpack Twp.,General Assembly,24,Michael F. Grace,Democratic,0
SUSSEX,Wantage Twp.,General Assembly,24,Michael F. Grace,Democratic,390
SUSSEX,COUNTY TOTAL,General Assembly,24,Michael F. Grace,Democratic,"5,432"
SUSSEX,Andover Boro,General Assembly,24,Jacqueline Stapel,Democratic,37
SUSSEX,Andover Twp.,General Assembly,24,Jacqueline Stapel,Democratic,233
SUSSEX,Branchville Boro,General Assembly,24,Jacqueline Stapel,Democratic,48
SUSSEX,Byram Twp.,General Assembly,24,Jacqueline Stapel,Democratic,272
SUSSEX,Frankford Twp.,General Assembly,24,Jacqueline Stapel,Democratic,192
SUSSEX,Franklin Boro,General Assembly,24,Jacqueline Stapel,Democratic,149
SUSSEX,Fredon Twp.,General Assembly,24,Jacqueline Stapel,Democratic,96
SUSSEX,Green Twp.,General Assembly,24,Jacqueline Stapel,Democratic,103
SUSSEX,Hamburg Boro,General Assembly,24,Jacqueline Stapel,Democratic,101
SUSSEX,Hampton Twp.,General Assembly,24,Jacqueline Stapel,Democratic,171
SUSSEX,Hardyston Twp.,General Assembly,24,Jacqueline Stapel,Democratic,262
SUSSEX,Hopatcong Boro,General Assembly,24,Jacqueline Stapel,Democratic,505
SUSSEX,Lafayette Twp.,General Assembly,24,Jacqueline Stapel,Democratic,83
SUSSEX,Montague Twp.,General Assembly,24,Jacqueline Stapel,Democratic,106
SUSSEX,Newton Town,General Assembly,24,Jacqueline Stapel,Democratic,253
SUSSEX,Ogdensburg Boro,General Assembly,24,Jacqueline Stapel,Democratic,80
SUSSEX,Sandyston Twp.,General Assembly,24,Jacqueline Stapel,Democratic,73
SUSSEX,Sparta Twp.,General Assembly,24,Jacqueline Stapel,Democratic,624
SUSSEX,Stanhope Boro,General Assembly,24,Jacqueline Stapel,Democratic,163
SUSSEX,Stillwater Twp.,General Assembly,24,Jacqueline Stapel,Democratic,152
SUSSEX,Sussex Boro,General Assembly,24,Jacqueline Stapel,Democratic,70
SUSSEX,Vernon Twp.,General Assembly,24,Jacqueline Stapel,Democratic,"1,297"
SUSSEX,Walpack Twp.,General Assembly,24,Jacqueline Stapel,Democratic,0
SUSSEX,Wantage Twp.,General Assembly,24,Jacqueline Stapel,Democratic,397
SUSSEX,COUNTY TOTAL,General Assembly,24,Jacqueline Stapel,Democratic,"5,467"
SUSSEX,Andover Boro,General Assembly,24,Kenneth Collins,Democratic,12
SUSSEX,Andover Twp.,General Assembly,24,Kenneth Collins,Democratic,103
SUSSEX,Branchville Boro,General Assembly,24,Kenneth Collins,Democratic,16
SUSSEX,Byram Twp.,General Assembly,24,Kenneth Collins,Democratic,93
SUSSEX,Frankford Twp.,General Assembly,24,Kenneth Collins,Democratic,89
SUSSEX,Franklin Boro,General Assembly,24,Kenneth Collins,Democratic,57
SUSSEX,Fredon Twp.,General Assembly,24,Kenneth Collins,Democratic,58
SUSSEX,Green Twp.,General Assembly,24,Kenneth Collins,Democratic,40
SUSSEX,Hamburg Boro,General Assembly,24,Kenneth Collins,Democratic,25
SUSSEX,Hampton Twp.,General Assembly,24,Kenneth Collins,Democratic,65
SUSSEX,Hardyston Twp.,General Assembly,24,Kenneth Collins,Democratic,55
SUSSEX,Hopatcong Boro,General Assembly,24,Kenneth Collins,Democratic,186
SUSSEX,Lafayette Twp.,General Assembly,24,Kenneth Collins,Democratic,16
SUSSEX,Montague Twp.,General Assembly,24,Kenneth Collins,Democratic,47
SUSSEX,Newton Town,General Assembly,24,Kenneth Collins,Democratic,75
SUSSEX,Ogdensburg Boro,General Assembly,24,Kenneth Collins,Democratic,21
SUSSEX,Sandyston Twp.,General Assembly,24,Kenneth Collins,Democratic,43
SUSSEX,Sparta Twp.,General Assembly,24,Kenneth Collins,Democratic,152
SUSSEX,Stanhope Boro,General Assembly,24,Kenneth Collins,Democratic,46
SUSSEX,Stillwater Twp.,General Assembly,24,Kenneth Collins,Democratic,96
SUSSEX,Sussex Boro,General Assembly,24,Kenneth Collins,Democratic,26
SUSSEX,Vernon Twp.,General Assembly,24,Kenneth Collins,Democratic,347
SUSSEX,Walpack Twp.,General Assembly,24,Kenneth Collins,Democratic,1
SUSSEX,Wantage Twp.,General Assembly,24,Kenneth Collins,Democratic,136
SUSSEX,COUNTY TOTAL,General Assembly,24,Kenneth Collins,Democratic,"1,805"
WARREN,Allamuchy Twp.,General Assembly,24,F. Parker Space,Republican,382
WARREN,Belvidere Town,General Assembly,24,F. Parker Space,Republican,288
WARREN,Blairstown Twp.,General Assembly,24,F. Parker Space,Republican,631
WARREN,Frelinghuysen Twp.,General Assembly,24,F. Parker Space,Republican,312
WARREN,Hardwick Twp.,General Assembly,24,F. Parker Space,Republican,117
WARREN,Hope Twp.,General Assembly,24,F. Parker Space,Republican,167
WARREN,Independence Twp.,General Assembly,24,F. Parker Space,Republican,293
WARREN,Knowlton Twp.,General Assembly,24,F. Parker Space,Republican,182
WARREN,Liberty Twp.,General Assembly,24,F. Parker Space,Republican,194
WARREN,Oxford Twp.,General Assembly,24,F. Parker Space,Republican,153
WARREN,White Twp.,General Assembly,24,F. Parker Space,Republican,415
WARREN,COUNTY TOTAL,General Assembly,24,F. Parker Space,Republican,"3,134"
,DISTRICT TOTAL,General Assembly,24,F. Parker Space,Republican,"18,058"
WARREN,Allamuchy Twp.,General Assembly,24,Gail Phoebus,Republican,356
WARREN,Belvidere Town,General Assembly,24,Gail Phoebus,Republican,293
WARREN,Blairstown Twp.,General Assembly,24,Gail Phoebus,Republican,609
WARREN,Frelinghuysen Twp.,General Assembly,24,Gail Phoebus,Republican,298
WARREN,Hardwick Twp.,General Assembly,24,Gail Phoebus,Republican,104
WARREN,Hope Twp.,General Assembly,24,Gail Phoebus,Republican,160
WARREN,Independence Twp.,General Assembly,24,Gail Phoebus,Republican,292
WARREN,Knowlton Twp.,General Assembly,24,Gail Phoebus,Republican,167
WARREN,Liberty Twp.,General Assembly,24,Gail Phoebus,Republican,184
WARREN,Oxford Twp.,General Assembly,24,Gail Phoebus,Republican,146
WARREN,White Twp.,General Assembly,24,Gail Phoebus,Republican,397
WARREN,COUNTY TOTAL,General Assembly,24,Gail Phoebus,Republican,"3,006"
,DISTRICT TOTAL,General Assembly,24,Gail Phoebus,Republican,"17,217"
WARREN,Allamuchy Twp.,General Assembly,24,Michael F. Grace,Democratic,126
WARREN,Belvidere Town,General Assembly,24,Michael F. Grace,Democratic,125
WARREN,Blairstown Twp.,General Assembly,24,Michael F. Grace,Democratic,231
WARREN,Frelinghuysen Twp.,General Assembly,24,Michael F. Grace,Democratic,83
WARREN,Hardwick Twp.,General Assembly,24,Michael F. Grace,Democratic,33
WARREN,Hope Twp.,General Assembly,24,Michael F. Grace,Democratic,46
WARREN,Independence Twp.,General Assembly,24,Michael F. Grace,Democratic,102
WARREN,Knowlton Twp.,General Assembly,24,Michael F. Grace,Democratic,66
WARREN,Liberty Twp.,General Assembly,24,Michael F. Grace,Democratic,59
WARREN,Oxford Twp.,General Assembly,24,Michael F. Grace,Democratic,58
WARREN,White Twp.,General Assembly,24,Michael F. Grace,Democratic,111
WARREN,COUNTY TOTAL,General Assembly,24,Michael F. Grace,Democratic,"1,040"
,DISTRICT TOTAL,General Assembly,24,Michael F. Grace,Democratic,"6,998"
WARREN,Allamuchy Twp.,General Assembly,24,Jacqueline Stapel,Democratic,137
WARREN,Belvidere Town,General Assembly,24,Jacqueline Stapel,Democratic,136
WARREN,Blairstown Twp.,General Assembly,24,Jacqueline Stapel,Democratic,236
WARREN,Frelinghuysen Twp.,General Assembly,24,Jacqueline Stapel,Democratic,90
WARREN,Hardwick Twp.,General Assembly,24,Jacqueline Stapel,Democratic,35
WARREN,Hope Twp.,General Assembly,24,Jacqueline Stapel,Democratic,56
WARREN,Independence Twp.,General Assembly,24,Jacqueline Stapel,Democratic,107
WARREN,Knowlton Twp.,General Assembly,24,Jacqueline Stapel,Democratic,76
WARREN,Liberty Twp.,General Assembly,24,Jacqueline Stapel,Democratic,66
WARREN,Oxford Twp.,General Assembly,24,Jacqueline Stapel,Democratic,71
WARREN,White Twp.,General Assembly,24,Jacqueline Stapel,Democratic,132
WARREN,COUNTY TOTAL,General Assembly,24,Jacqueline Stapel,Democratic,"1,142"
,DISTRICT TOTAL,General Assembly,24,Jacqueline Stapel,Democratic,"7,165"
