county,precinct,office,district,party,candidate,votes,election_day,mail,military,provisional,emergency
Sussex,0035 HAMPTON TWP 4,,,,Ballots Cast,490,414,72,0,4,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,REP,Bob Hugin,299,257,40,0,2,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,DEM,Robert Menendez,160,133,25,0,2,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,LIB,Murray Sabrin,7,5,2,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,MIS,Kevin Kimple,1,0,1,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,9,7,2,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",250,215,34,0,1,0
Sussex,0035 HAMPTON TWP 4,U.S. House,5,DEM,Josh Gottheimer,224,188,33,0,3,0
Sussex,0035 HAMPTON TWP 4,U.S. House,5,THE,Wendy W. Goetz,7,5,2,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. House,5,LIB,James Tosone,5,4,1,0,0,0
Sussex,0035 HAMPTON TWP 4,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0036 HARDYSTON TWP 1,,,,Registered Voters,1254,,,,,
Sussex,0036 HARDYSTON TWP 1,,,,Ballots Cast,741,607,129,0,5,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,REP,Bob Hugin,463,388,71,0,4,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,DEM,Robert Menendez,256,203,52,0,1,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,LIB,Murray Sabrin,7,6,1,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,NDN,Tricia Flanagan,3,1,2,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,5,4,1,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,2,1,1,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",419,354,61,0,4,0
Sussex,0036 HARDYSTON TWP 1,U.S. House,5,DEM,Josh Gottheimer,309,245,63,0,1,0
Sussex,0036 HARDYSTON TWP 1,U.S. House,5,THE,Wendy W. Goetz,5,4,1,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. House,5,LIB,James Tosone,3,2,1,0,0,0
Sussex,0036 HARDYSTON TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0037 HARDYSTON TWP 2,,,,Registered Voters,788,,,,,
Sussex,0037 HARDYSTON TWP 2,,,,Ballots Cast,478,390,85,0,3,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,REP,Bob Hugin,328,276,51,0,1,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,DEM,Robert Menendez,136,104,30,0,2,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,LIB,Murray Sabrin,4,3,1,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,2,1,1,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",295,253,41,0,1,0
Sussex,0037 HARDYSTON TWP 2,U.S. House,5,DEM,Josh Gottheimer,174,133,39,0,2,0
Sussex,0037 HARDYSTON TWP 2,U.S. House,5,THE,Wendy W. Goetz,5,2,3,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. House,5,LIB,James Tosone,2,1,1,0,0,0
Sussex,0037 HARDYSTON TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,,,,Registered Voters,996,,,,,
Sussex,0038 HARDYSTON TWP 3,,,,Ballots Cast,631,564,64,0,3,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,REP,Bob Hugin,372,345,26,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,DEM,Robert Menendez,230,196,33,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,LIB,Murray Sabrin,8,6,2,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,5,5,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,ECG,Hank Schroeder,1,0,1,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,9,7,1,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",329,306,22,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. House,5,DEM,Josh Gottheimer,285,245,39,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. House,5,THE,Wendy W. Goetz,8,6,1,0,1,0
Sussex,0038 HARDYSTON TWP 3,U.S. House,5,LIB,James Tosone,5,5,0,0,0,0
Sussex,0038 HARDYSTON TWP 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0039 HARDYSTON TWP 4,,,,Registered Voters,901,,,,,
Sussex,0039 HARDYSTON TWP 4,,,,Ballots Cast,538,478,53,1,6,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,REP,Bob Hugin,332,297,30,1,4,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,DEM,Robert Menendez,179,159,19,0,1,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,LIB,Murray Sabrin,8,8,0,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,NDN,Tricia Flanagan,3,2,1,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,1,0,0,0,1,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,8,6,2,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",295,262,29,0,4,0
Sussex,0039 HARDYSTON TWP 4,U.S. House,5,DEM,Josh Gottheimer,225,200,22,1,2,0
Sussex,0039 HARDYSTON TWP 4,U.S. House,5,THE,Wendy W. Goetz,5,4,1,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. House,5,LIB,James Tosone,9,8,1,0,0,0
Sussex,0039 HARDYSTON TWP 4,U.S. House,5,,Write-ins,2,2,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,,,,Registered Voters,630,,,,,
Sussex,0040 HARDYSTON TWP 5,,,,Ballots Cast,381,340,39,0,2,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,REP,Bob Hugin,254,225,27,0,2,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,DEM,Robert Menendez,112,101,11,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,LIB,Murray Sabrin,6,6,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,GRN,Madelyn R. Hoffman,0,0,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. Senate,,,Write-ins,1,0,1,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. House,5,REP,"John J. McCann, Jr.",219,198,20,0,1,0
Sussex,0040 HARDYSTON TWP 5,U.S. House,5,DEM,Josh Gottheimer,153,134,18,0,1,0
Sussex,0040 HARDYSTON TWP 5,U.S. House,5,THE,Wendy W. Goetz,3,2,1,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. House,5,LIB,James Tosone,1,1,0,0,0,0
Sussex,0040 HARDYSTON TWP 5,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,,,,Registered Voters,689,,,,,
Sussex,0041 HARDYSTON TWP 6,,,,Ballots Cast,406,339,61,1,5,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,REP,Bob Hugin,205,183,22,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,DEM,Robert Menendez,184,142,37,1,4,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,LIB,Murray Sabrin,2,2,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,FTP,Natalie Lynn Rivera,2,1,1,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,0,0,1,0
Sussex,0041 HARDYSTON TWP 6,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. House,5,REP,"John J. McCann, Jr.",187,167,20,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. House,5,DEM,Josh Gottheimer,214,169,40,1,4,0
Sussex,0041 HARDYSTON TWP 6,U.S. House,5,THE,Wendy W. Goetz,4,2,1,0,1,0
Sussex,0041 HARDYSTON TWP 6,U.S. House,5,LIB,James Tosone,0,0,0,0,0,0
Sussex,0041 HARDYSTON TWP 6,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,,,,Registered Voters,969,,,,,
Sussex,0042 HARDYSTON TWP 7,,,,Ballots Cast,460,410,44,0,6,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,REP,Bob Hugin,262,240,20,0,2,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,DEM,Robert Menendez,171,146,21,0,4,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,LIB,Murray Sabrin,12,10,2,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,GRN,Madelyn R. Hoffman,1,1,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. House,5,REP,"John J. McCann, Jr.",230,212,16,0,2,0
Sussex,0042 HARDYSTON TWP 7,U.S. House,5,DEM,Josh Gottheimer,215,186,25,0,4,0
Sussex,0042 HARDYSTON TWP 7,U.S. House,5,THE,Wendy W. Goetz,3,3,0,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. House,5,LIB,James Tosone,8,7,1,0,0,0
Sussex,0042 HARDYSTON TWP 7,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,,,,Registered Voters,986,,,,,
Sussex,0043 HOPATCONG BORO 1,,,,Ballots Cast,530,481,48,0,1,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,REP,Bob Hugin,347,315,31,0,1,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,DEM,Robert Menendez,158,144,14,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,LIB,Murray Sabrin,7,7,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,FTP,Natalie Lynn Rivera,5,5,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,GRN,Madelyn R. Hoffman,4,2,2,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. House,11,REP,Jay Webber,287,258,28,0,1,0
Sussex,0043 HOPATCONG BORO 1,U.S. House,11,DEM,Mikie Sherrill,226,207,19,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. House,11,HIC,Robert F. Crook,10,9,1,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0043 HOPATCONG BORO 1,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,,,,Registered Voters,690,,,,,
Sussex,0044 HOPATCONG BORO 2,,,,Ballots Cast,446,387,54,2,3,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,REP,Bob Hugin,284,249,33,0,2,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,DEM,Robert Menendez,138,121,17,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,LIB,Murray Sabrin,9,7,0,2,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,NDN,Tricia Flanagan,2,1,1,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,FTP,Natalie Lynn Rivera,3,2,1,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,GRN,Madelyn R. Hoffman,1,1,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. House,11,REP,Jay Webber,256,223,31,0,2,0
Sussex,0044 HOPATCONG BORO 2,U.S. House,11,DEM,Mikie Sherrill,175,151,21,2,1,0
Sussex,0044 HOPATCONG BORO 2,U.S. House,11,HIC,Robert F. Crook,7,5,2,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. House,11,LIB,Ryan Martinez,5,5,0,0,0,0
Sussex,0044 HOPATCONG BORO 2,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,,,,Registered Voters,907,,,,,
Sussex,0045 HOPATCONG BORO 3,,,,Ballots Cast,506,469,37,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,REP,Bob Hugin,278,258,20,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,DEM,Robert Menendez,192,176,16,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,LIB,Murray Sabrin,12,12,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,FTP,Natalie Lynn Rivera,7,7,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,ECG,Hank Schroeder,3,3,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. House,11,REP,Jay Webber,243,225,18,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. House,11,DEM,Mikie Sherrill,246,227,19,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. House,11,HIC,Robert F. Crook,8,8,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0045 HOPATCONG BORO 3,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,,,,Registered Voters,1001,,,,,
Sussex,0046 HOPATCONG BORO 4,,,,Ballots Cast,628,566,60,0,2,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,REP,Bob Hugin,373,343,28,0,2,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,DEM,Robert Menendez,212,183,29,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,LIB,Murray Sabrin,10,10,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,MIS,Kevin Kimple,8,7,1,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,NDN,Tricia Flanagan,6,6,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,FTP,Natalie Lynn Rivera,7,7,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,GRN,Madelyn R. Hoffman,7,5,2,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. House,11,REP,Jay Webber,335,310,23,0,2,0
Sussex,0046 HOPATCONG BORO 4,U.S. House,11,DEM,Mikie Sherrill,268,234,34,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. House,11,HIC,Robert F. Crook,16,13,3,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. House,11,LIB,Ryan Martinez,6,6,0,0,0,0
Sussex,0046 HOPATCONG BORO 4,U.S. House,11,,Write-ins,2,2,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,,,,Registered Voters,707,,,,,
Sussex,0047 HOPATCONG BORO 5,,,,Ballots Cast,402,368,30,0,4,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,REP,Bob Hugin,231,221,9,0,1,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,DEM,Robert Menendez,146,127,16,0,3,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,LIB,Murray Sabrin,4,3,1,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,NDN,Tricia Flanagan,6,4,2,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,FTP,Natalie Lynn Rivera,6,4,2,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. House,11,REP,Jay Webber,209,200,8,0,1,0
Sussex,0047 HOPATCONG BORO 5,U.S. House,11,DEM,Mikie Sherrill,175,151,21,0,3,0
Sussex,0047 HOPATCONG BORO 5,U.S. House,11,HIC,Robert F. Crook,8,7,1,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. House,11,LIB,Ryan Martinez,6,6,0,0,0,0
Sussex,0047 HOPATCONG BORO 5,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,,,,Registered Voters,1176,,,,,
Sussex,0048 HOPATCONG BORO 6,,,,Ballots Cast,648,600,44,0,4,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,REP,Bob Hugin,368,346,19,0,3,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,DEM,Robert Menendez,231,208,22,0,1,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,LIB,Murray Sabrin,9,9,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,NDN,Tricia Flanagan,12,12,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,FTP,Natalie Lynn Rivera,7,7,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,GRN,Madelyn R. Hoffman,9,8,1,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. House,11,REP,Jay Webber,315,294,18,0,3,0
Sussex,0048 HOPATCONG BORO 6,U.S. House,11,DEM,Mikie Sherrill,310,283,26,0,1,0
Sussex,0048 HOPATCONG BORO 6,U.S. House,11,HIC,Robert F. Crook,12,12,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. House,11,LIB,Ryan Martinez,8,8,0,0,0,0
Sussex,0048 HOPATCONG BORO 6,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,,,,Registered Voters,782,,,,,
Sussex,0049 HOPATCONG BORO 7,,,,Ballots Cast,407,365,39,0,3,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,REP,Bob Hugin,236,218,17,0,1,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,DEM,Robert Menendez,146,126,18,0,2,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,LIB,Murray Sabrin,10,10,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,GRN,Madelyn R. Hoffman,2,1,1,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. House,11,REP,Jay Webber,203,185,17,0,1,0
Sussex,0049 HOPATCONG BORO 7,U.S. House,11,DEM,Mikie Sherrill,186,163,21,0,2,0
Sussex,0049 HOPATCONG BORO 7,U.S. House,11,HIC,Robert F. Crook,11,10,1,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0049 HOPATCONG BORO 7,U.S. House,11,,Write-ins,1,1,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,,,,Registered Voters,988,,,,,
Sussex,0050 HOPATCONG BORO 8,,,,Ballots Cast,562,509,49,0,4,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,REP,Bob Hugin,316,281,33,0,2,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,DEM,Robert Menendez,209,192,15,0,2,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,LIB,Murray Sabrin,9,9,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,FTP,Natalie Lynn Rivera,6,6,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,GRN,Madelyn R. Hoffman,8,8,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. House,11,REP,Jay Webber,267,240,26,0,1,0
Sussex,0050 HOPATCONG BORO 8,U.S. House,11,DEM,Mikie Sherrill,274,251,20,0,3,0
Sussex,0050 HOPATCONG BORO 8,U.S. House,11,HIC,Robert F. Crook,12,10,2,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. House,11,LIB,Ryan Martinez,4,4,0,0,0,0
Sussex,0050 HOPATCONG BORO 8,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0051 HOPATCONG BORO 9,,,,Registered Voters,620,,,,,
Sussex,0051 HOPATCONG BORO 9,,,,Ballots Cast,333,289,37,2,5,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,REP,Bob Hugin,186,161,21,1,3,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,DEM,Robert Menendez,124,109,12,1,2,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,LIB,Murray Sabrin,8,6,2,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,ECG,Hank Schroeder,2,1,1,0,0,0
Sussex,0051 HOPATCONG BORO 9,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
