county,precinct,office,district,party,candidate,votes,trump,clinton,castle,johnson,la riva,de la fuente,moorehead,stein,kennedy,write-in
Camden,Collingswood Dist 10,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Collingswood Dist 11,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Collingswood Dist 12,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Collingswood Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,7,,,,,,,,,,
Camden,Collingswood Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Collingswood Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Collingswood Borough,U.S. House,1,American Independents,Michael Berman,53,,,,,,,,,,
Camden,Gibbsboro Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gibbsboro Dist 2,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Gibbsboro Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gibbsboro Provisional ,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gibbsboro Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gibbsboro Borough,U.S. House,1,American Independents,Michael Berman,8,,,,,,,,,,
Camden,Gloucester City W1 D1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester City W1 D2,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester City W1 D3,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester City Ward 1 Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City Ward 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City W1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City W2 D1,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester City W2 D2,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester City W2 D3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester City Ward 2 Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City Ward 2,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City W2,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City W3 D1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester City W3 D2,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City Ward 3 Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City Ward 3,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester City W3,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,City of Gloucester,U.S. House,1,American Independents,Michael Berman,12,,,,,,,,,,
Camden,Gloucester Twp Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 3,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 4,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 5,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 6,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 7,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Gloucester Twp Dist 8,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 9,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 10,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 11,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 12,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 13,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 14,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 15 ,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 16,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 17,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Gloucester Twp Dist 18,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 19,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 20,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 21,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 22,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 23,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 24,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 25,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 26,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 27,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 28,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 29,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 30,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 31,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 32,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 33,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Gloucester Twp Dist 34,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Dist 35,U.S. House,1,American Independents,Michael Berman,8,,,,,,,,,,
Camden,Gloucester Twp Dist 36,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Gloucester Twp Dist 37,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Gloucester Twp Dist 38,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 39,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Dist 40,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,10,,,,,,,,,,
Camden,Gloucester Twp Provisional,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Gloucester Twp Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Gloucester Twp,U.S. House,1,American Independents,Michael Berman,101,,,,,,,,,,
Camden,Haddon Heights Dist 1,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Haddon Heights Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Heights Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddon Heights Dist 4,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Heights Dist 5,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddon Heights Dist 6,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Heights Dist 7,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Heights Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Heights Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Heights Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Heights Borough,U.S. House,1,American Independents,Michael Berman,21,,,,,,,,,,
Camden,Haddon Twp Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Twp Dist 2,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Twp Dist 3,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Haddon Twp Dist 4,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Twp Dist 5,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Twp Dist 6,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddon Twp Dist 7,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Twp Dist 8,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Haddon Twp Dist 9,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Twp Dist 10,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddon Twp Dist 11,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Haddon Twp Dist 12,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddon Twp Dist 13,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Twp Dist 14,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Twp Dist 15,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddon Twp Mail-In Ballot Total,U.S. House,1,American Independents,Michael Berman,8,,,,,,,,,,
Camden,Haddon Twp Provisional Total,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddon Twp Emergency Total,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddon Twp Total,U.S. House,1,American Independents,Michael Berman,40,,,,,,,,,,
Camden,Haddonfield Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddonfield Dist 2,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Dist 3,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddonfield Dist 4,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Dist 5,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Dist 6,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Dist 7,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddonfield Dist 8,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Dist 9,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Haddonfield Dist 10,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Haddonfield Mail-In Ballot Total,U.S. House,1,American Independents,Michael Berman,9,,,,,,,,,,
Camden,Haddonfield Provisional Total,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Haddonfield Emergency Total,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Haddonfield Borough Total,U.S. House,1,American Independents,Michael Berman,27,,,,,,,,,,
Camden,Hi-Nella Dist 1 Total,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Hi-Nella Mail-In Ballot Total,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Hi-Nella Provisional Total,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Hi-Nella Emergency Ballots Total,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Hi-Nella Borough,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Laurel Springs Dist 1,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Laurel Springs Dist 2,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Laurel Springs Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Laurel Springs Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Laurel Springs Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Laurel Springs Borough,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Lawnside Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Lawnside Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Lawnside Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Lawnside Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Lawnside Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Lawnside Borough,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Lindenwold Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Lindenwold Dist 2,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Lindenwold Dist 3,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Lindenwold Dist 4,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Lindenwold Dist 5,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Lindenwold Dist 6,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Lindenwold Dist 7,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Lindenwold Dist 8,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Lindenwold Dist 9,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Lindenwold Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Lindenwold Provisional,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Lindenwold Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Lindenwold Borough,U.S. House,1,American Independents,Michael Berman,25,,,,,,,,,,
Camden,Magnolia Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Magnolia Dist 2,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Magnolia Dist 3,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Magnolia Dist 4,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Magnolia Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Magnolia Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Magnolia Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Magnolia Borough,U.S. House,1,American Independents,Michael Berman,7,,,,,,,,,,
Camden,Merchantville Dist 1,U.S. House,1,American Independents,Michael Berman,8,,,,,,,,,,
Camden,Merchantville Dist 2,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Merchantville Dist 3,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Merchantville Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Merchantville Provisional,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Merchantville Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Merchantville Borough,U.S. House,1,American Independents,Michael Berman,17,,,,,,,,,,
Camden,Mt. Ephraim Dist 1,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Mt. Ephraim Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Mt. Ephraim Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Mt. Ephraim Dist 4,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Mt. Ephraim Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Mt. Ephraim Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Mt. Ephraim Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Mt. Ephraim Borough,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Oaklyn Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Oaklyn Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Oaklyn Dist 3,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Oaklyn Dist 4,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Oaklyn Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Oaklyn Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Oaklyn Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Oaklyn Borough,U.S. House,1,American Independents,Michael Berman,15,,,,,,,,,,
Camden,Pennsauken Dist 1,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pennsauken Dist 2,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Pennsauken Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pennsauken Dist 4,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 5,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Dist 6,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pennsauken Dist 7,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 8,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Dist 9,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 10,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Pennsauken Dist 11,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Dist 12,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 13,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Pennsauken Dist 14,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Dist 15,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pennsauken Dist 16,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pennsauken Dist 17 ,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Pennsauken Dist 18,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 19,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 20,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 21,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pennsauken Dist 22,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Pennsauken Dist 23,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Dist 24,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pennsauken Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Provisional,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pennsauken Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pennsauken Twp,U.S. House,1,American Independents,Michael Berman,61,,,,,,,,,,
Camden,Pine Hill Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pine Hill Dist 2,U.S. House,1,American Independents,Michael Berman,6,,,,,,,,,,
Camden,Pine Hill Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pine Hill Dist 4,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Pine Hill Dist 5,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pine Hill Dist 6,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pine Hill Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Pine Hill Provisional,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Pine Hill Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pine Hill Borough,U.S. House,1,American Independents,Michael Berman,18,,,,,,,,,,
Camden,Pine Valley Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pine Valley Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pine Valley Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Pine Valley Borough,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Runnemede Dist 1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Runnemede Dist 2,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Runnemede Dist 3,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Runnemede Dist 4,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Runnemede Dist 5,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Runnemede Dist 6,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Runnemede Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Runnemede Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Runnemede Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Runnemede Borough,U.S. House,1,American Independents,Michael Berman,23,,,,,,,,,,
Camden,Somerdale Dist 1,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Somerdale Dist 2,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Somerdale Dist 3,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Somerdale Dist 4,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Somerdale Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Somerdale Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Somerdale Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Somerdale Borough,U.S. House,1,American Independents,Michael Berman,11,,,,,,,,,,
Camden,Stratford Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Stratford Dist 2,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Stratford Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Stratford Dist 4,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Stratford Dist 5,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Stratford Dist 6,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Stratford Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Stratford Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Stratford Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Stratford Borough,U.S. House,1,American Independents,Michael Berman,9,,,,,,,,,,
Camden,Tavistock Dist 1,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Tavistock Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Tavistock Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Tavistock Borough,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Voorhees Dist 1,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Voorhees Dist 2,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Voorhees Dist 3,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Voorhees Dist 4,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Voorhees Dist 5,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Dist 6,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Voorhees Dist 7,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Voorhees Dist 8,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Voorhees Dist 9,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Dist 10,U.S. House,1,American Independents,Michael Berman,1,,,,,,,,,,
Camden,Voorhees Dist 11,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Voorhees Dist 12,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Dist 13,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Voorhees Dist 14,U.S. House,1,American Independents,Michael Berman,4,,,,,,,,,,
Camden,Voorhees Dist 15,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Voorhees Dist 16,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Voorhees Dist 17,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Dist 18,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Dist 19,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Voorhees Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,14,,,,,,,,,,
Camden,Voorhees Provisional,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Voorhees Emergency Ballots,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Voorhees Twp,U.S. House,1,American Independents,Michael Berman,53,,,,,,,,,,
Camden,Winslow W1 D1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Winslow W1 D2 ,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Winslow W1 D3,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Winslow W1 D4 ,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Winslow W1 D5 ,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Winslow W1 D6 ,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Winslow Ward 1 Mail-In Ballot,U.S. House,1,American Independents,Michael Berman,5,,,,,,,,,,
Camden,Winslow Ward 1 Provisional,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Winslow W1 Emergency,U.S. House,1,American Independents,Michael Berman,,,,,,,,,,,
Camden,Winslow W2 D1,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
Camden,Winslow W2 D2,U.S. House,1,American Independents,Michael Berman,3,,,,,,,,,,
Camden,Winslow W2 D3,U.S. House,1,American Independents,Michael Berman,2,,,,,,,,,,
